[30m2026-08-27T14:33:44,554[m [36mDEBUG [m[[1;34mhttp-nio-8080-exec-8[m] [36mSqlStatementLogger[m - insert into "NUANBODB"."TRADE_STATUS_HISTORY" ("DETAIL","LAST_MODIFY_APPLIC","LAST_MODIFY_DATE","LAST_MODIFY_IP","LAST_MODIFY_USER","SIDE_ID","STATUS_ID","TIME","TRADE_ID") values (?,?,?,?,?,?,?,?,?)
[30m2026-08-27T14:33:47,201[m [30mTRACE [m[[1;34mhttp-nio-8080-exec-10[m] [36mJdbcBindingLogging[m - binding parameter (1:BIGINT) <- [1076310]
[30m2026-08-27T14:33:47,202[m [36mDEBUG [m[[1;34mhttp-nio-8080-exec-10[m] [36mSqlStatementLogger[m - delete from "NUANBODB"."SETTLEMENT" se1_0 where se1_0."TRADE_ID"=? and se1_0."SIDE_ID"=?
[30m2026-08-27T14:33:47,202[m [30mTRACE [m[[1;34mhttp-nio-8080-exec-10[m] [36mJdbcBindingLogging[m - binding parameter (1:BIGINT) <- [1076310]
[30m2026-08-27T14:33:47,202[m [30mTRACE [m[[1;34mhttp-nio-8080-exec-10[m] [36mJdbcBindingLogging[m - binding parameter (2:VARCHAR) <- [2]
[30m2026-08-27T14:33:47,206[m [36mDEBUG [m[[1;34mhttp-nio-8080-exec-10[m] [36mSqlStatementLogger[m - select se1_0."FRACTION",se1_0."SIDE_ID",s1_0."SIDE_ID",s1_0."DESCRIPTION",se1_0."TRADE_ID",t1_0."TRADE_ID",t1_0."ADVANCE_STATUS",t1_0."ASSIGNMENT_MARK_BUY",t1_0."ASSIGNMENT_MARK_SELL",bs1_0."STATUS_ID",bs1_0."CATEGORY",bs1_0."DESCRIPTION",bs1_0."DETAIL",bs1_0."SHORTNAME",t1_0."CANCELED_STATUS",t1_0."CLEARING_DATE",c1_0."COUNTRY_ID",c1_0."CODE",c1_0."NAME",c1_0."TIME_ZONE",cb1_0."PARTICIPANT_ID",cb1_0."CODE",cb1_0."COUNTRY_ID",c2_0."COUNTRY_ID",c2_0."CODE",c2_0."NAME",c2_0."TIME_ZONE",cb1_0."CUSTODIAN",cb1_0."DIRECT_ALLOCATION",cb1_0."DOCUMENT_NUMBER",cb1_0."ENABLED",cb1_0."MAIN_ADDRESS",cb1_0."MARGIN_ACCOUNT",cb1_0."MARKET_MAKER",cb1_0."MASTER_ACCOUNT",cb1_0."MNEMONIC",cb1_0."NAME",cb1_0."NIT_CLEARING_HOUSE",cb1_0."PHONE_NUMBER",cb1_0."REGISTRATION_DATE",cb1_0."SHORT_NAME",cb1_0."STATUS_ID",s2_0."STATUS_ID",s2_0."CATEGORY",s2_0."DESCRIPTION",s2_0."DETAIL",s2_0."SHORTNAME",cb1_0."TAX_CODE",cb1_0."TYPE_ID",t2_0."TYPE_ID",t2_0."CATEGORY",t2_0."DESCRIPTION",cb1_0."TYPE_ENTITY",cb1_0."WEB_PAGE",cs1_0."PARTICIPANT_ID",cs1_0."CODE",cs1_0."COUNTRY_ID",c3_0."COUNTRY_ID",c3_0."CODE",c3_0."NAME",c3_0."TIME_ZONE",cs1_0."CUSTODIAN",cs1_0."DIRECT_ALLOCATION",cs1_0."DOCUMENT_NUMBER",cs1_0."ENABLED",cs1_0."MAIN_ADDRESS",cs1_0."MARGIN_ACCOUNT",cs1_0."MARKET_MAKER",cs1_0."MASTER_ACCOUNT",cs1_0."MNEMONIC",cs1_0."NAME",cs1_0."NIT_CLEARING_HOUSE",cs1_0."PHONE_NUMBER",cs1_0."REGISTRATION_DATE",cs1_0."SHORT_NAME",cs1_0."STATUS_ID",s3_0."STATUS_ID",s3_0."CATEGORY",s3_0."DESCRIPTION",s3_0."DETAIL",s3_0."SHORTNAME",cs1_0."TAX_CODE",cs1_0."TYPE_ID",t3_0."TYPE_ID",t3_0."CATEGORY",t3_0."DESCRIPTION",cs1_0."TYPE_ENTITY",cs1_0."WEB_PAGE",cs2_0."STATUS_ID",cs2_0."CATEGORY",cs2_0."DESCRIPTION",cs2_0."DETAIL",cs2_0."SHORTNAME",t1_0."DAYS_TO_SETTLEMENT",t1_0."DELIVERY_VERSUS_PAYMENT_VALUE",d1_0."DEPOSITORY_ID",d1_0."DESCRIPTION",t1_0."EXIT_INDICATOR_SETTLEMENT",t1_0."FINAL_ASSIGNMENT_MARK_BUY",t1_0."FINAL_ASSIGNMENT_MARK_SELL",t1_0."FORWARD_PRICE",t1_0."FRACTIONAL_MARK_BUY",t1_0."FRACTIONAL_MARK_SELL",t1_0."FUNDING_AMOUNT",t1_0."IND_MASTER_BUY",t1_0."IND_MASTER_SELL",t1_0."LAST_MODIFY_APPLIC",t1_0."LAST_MODIFY_DATE",t1_0."LAST_MODIFY_IP",t1_0."LAST_MODIFY_USER",t1_0."MARKET_ID",m1_0."MARKET_ID",m1_0."CATEGORY",m1_0."DESCRIPTION",t1_0."MATCH_DATE",t1_0."MATCH_ID",t1_0."MATCH_TIME",t1_0."NET_OUTFLOW_TOTAL",t1_0."OUTFLOW_TURNOVER_VALUE",t1_0."OWN_POSITION_BUY",t1_0."OWN_POSITION_SELL",pb1_0."PARTICIPANT_ID",pb1_0."CODE",pb1_0."COUNTRY_ID",c4_0."COUNTRY_ID",c4_0."CODE",c4_0."NAME",c4_0."TIME_ZONE",pb1_0."CUSTODIAN",pb1_0."DIRECT_ALLOCATION",pb1_0."DOCUMENT_NUMBER",pb1_0."ENABLED",pb1_0."MAIN_ADDRESS",pb1_0."MARGIN_ACCOUNT",pb1_0."MARKET_MAKER",pb1_0."MASTER_ACCOUNT",pb1_0."MNEMONIC",pb1_0."NAME",pb1_0."NIT_CLEARING_HOUSE",pb1_0."PHONE_NUMBER",pb1_0."REGISTRATION_DATE",pb1_0."SHORT_NAME",pb1_0."STATUS_ID",s4_0."STATUS_ID",s4_0."CATEGORY",s4_0."DESCRIPTION",s4_0."DETAIL",s4_0."SHORTNAME",pb1_0."TAX_CODE",pb1_0."TYPE_ID",t4_0."TYPE_ID",t4_0."CATEGORY",t4_0."DESCRIPTION",pb1_0."TYPE_ENTITY",pb1_0."WEB_PAGE",ps1_0."PARTICIPANT_ID",ps1_0."CODE",ps1_0."COUNTRY_ID",c5_0."COUNTRY_ID",c5_0."CODE",c5_0."NAME",c5_0."TIME_ZONE",ps1_0."CUSTODIAN",ps1_0."DIRECT_ALLOCATION",ps1_0."DOCUMENT_NUMBER",ps1_0."ENABLED",ps1_0."MAIN_ADDRESS",ps1_0."MARGIN_ACCOUNT",ps1_0."MARKET_MAKER",ps1_0."MASTER_ACCOUNT",ps1_0."MNEMONIC",ps1_0."NAME",ps1_0."NIT_CLEARING_HOUSE",ps1_0."PHONE_NUMBER",ps1_0."REGISTRATION_DATE",ps1_0."SHORT_NAME",ps1_0."STATUS_ID",s5_0."STATUS_ID",s5_0."CATEGORY",s5_0."DESCRIPTION",s5_0."DETAIL",s5_0."SHORTNAME",ps1_0."TAX_CODE",ps1_0."TYPE_ID",t5_0."TYPE_ID",t5_0."CATEGORY",t5_0."DESCRIPTION",ps1_0."TYPE_ENTITY",ps1_0."WEB_PAGE",t1_0."PRICE",t1_0."PURCHASE_PAYMENT_INDICATOR",t1_0."QUANTITY",t1_0."REALLOCATION_INDICATOR",t1_0."REPO_AMOUNT",t1_0."REPO_RATE",t1_0."REPURCHASE_AGREEMENT_DATE",t1_0."REPURCHASE_AMOUNT",t1_0."REPURCHASE_RATE",t1_0."RESETTLEMENT_INDICATOR_ADVANCE",t1_0."RETURN_CLEARING_DATE",t1_0."RETURN_INDICATOR_SETTLEMENT",t1_0."RETURN_TURNOVER_VALUE",ss1_0."STATUS_ID",ss1_0."CATEGORY",ss1_0."DESCRIPTION",ss1_0."DETAIL",ss1_0."SHORTNAME",t1_0."SETTLEMENT_INDICATOR_OUTGOING",t1_0."SETTLEMENT_INDICATOR_RETURN",sqbt1_0."TYPE_ID",sqbt1_0."CATEGORY",sqbt1_0."DESCRIPTION",sqst1_0."TYPE_ID",sqst1_0."CATEGORY",sqst1_0."DESCRIPTION",t1_0."SPECIAL_TRADE_ID",t1_0."STATUS_ID",s6_0."STATUS_ID",s6_0."CATEGORY",s6_0."DESCRIPTION",s6_0."DETAIL",s6_0."SHORTNAME",t1_0."TOTAL_NET_RETURN",ts1_0."TRADING_SYSTEM_ID",ts1_0."DESCRIPTION",t6_0."TYPE_ID",t6_0."CATEGORY",t6_0."DESCRIPTION",t1_0."VOLUME",se1_0."BANK_ACCOUNT_ID",se1_0."BROKERAGE_SERVICE",se1_0."CAPITAL_GAIN_VALUE",se1_0."CASH_ACCOUNT",se1_0."COMMISSION_AMOUNT",se1_0."COMMISSION_PERCENTAGE",se1_0."CUSTODIAN_ID",cs3_0."STATUS_ID",cs3_0."CATEGORY",cs3_0."DESCRIPTION",cs3_0."DETAIL",cs3_0."SHORTNAME",se1_0."DELIVERY_VERSUS_PAYMENT_VALUE",dd1_0."DIRECT_DEPOSITORY_ID",dd1_0."CRCC_COMPENSATOR_CODE",dd1_0."CRCC_CUSTODIAN_CODE",dd1_0."CRCC_NEGOTIATOR_CODE",dd1_0."DEPOSITORY_ID",d2_0."DEPOSITORY_ID",d2_0."DESCRIPTION",dd1_0."DIRECT_DEPOSITORY_NUMBER",dd1_0."PARTICIPANT_ID",p1_0."PARTICIPANT_ID",p1_0."CODE",p1_0."COUNTRY_ID",c6_0."COUNTRY_ID",c6_0."CODE",c6_0."NAME",c6_0."TIME_ZONE",p1_0."CUSTODIAN",p1_0."DIRECT_ALLOCATION",p1_0."DOCUMENT_NUMBER",p1_0."ENABLED",p1_0."MAIN_ADDRESS",p1_0."MARGIN_ACCOUNT",p1_0."MARKET_MAKER",p1_0."MASTER_ACCOUNT",p1_0."MNEMONIC",p1_0."NAME",p1_0."NIT_CLEARING_HOUSE",p1_0."PHONE_NUMBER",p1_0."REGISTRATION_DATE",p1_0."SHORT_NAME",p1_0."STATUS_ID",s7_0."STATUS_ID",s7_0."CATEGORY",s7_0."DESCRIPTION",s7_0."DETAIL",s7_0."SHORTNAME",p1_0."TAX_CODE",p1_0."TYPE_ID",t7_0."TYPE_ID",t7_0."CATEGORY",t7_0."DESCRIPTION",p1_0."TYPE_ENTITY",p1_0."WEB_PAGE",se1_0."DISBURSEMENT_VALUE",se1_0."FIC_ADMINISTRATOR_ID",se1_0."FIDUCIARY_SPECIALIST",se1_0."FRACTION_QUANTITY",se1_0."FRACTION_VOLUME",se1_0."FUNDING_AMOUNT",se1_0."IND_MASTER",i1_0."INVESTOR_ID",i1_0."ADDRESS",i1_0."CLEARINGHOUSE_CODE",i1_0."CODE",i1_0."COMPANY_NAME",i1_0."COUNTRY_ID",c7_0."COUNTRY_ID",c7_0."CODE",c7_0."NAME",c7_0."TIME_ZONE",i1_0."DOCUMENT_NUMBER",i1_0."EMAIL",i1_0."FIRST_NAME",i1_0."LAST_NAME",i1_0."MONEY_LAUNDERING_FLAG",i1_0."NATIONALITY",i1_0."PHONE_NUMBER",i1_0."STATUS_ID",s8_0."STATUS_ID",s8_0."CATEGORY",s8_0."DESCRIPTION",s8_0."DETAIL",s8_0."SHORTNAME",i1_0."TAX_EXEMP",i1_0."TYPE_ID",t8_0."TYPE_ID",t8_0."CATEGORY",t8_0."DESCRIPTION",ia1_0."INVESTOR_ACCOUNT_ID",ia1_0."ACCOUNT_NAME",ia1_0."ACCOUNT_NUMBER",d3_0."DEPOSITORY_ID",d3_0."DESCRIPTION",i2_0."INVESTOR_ID",i2_0."ADDRESS",i2_0."CLEARINGHOUSE_CODE",i2_0."CODE",i2_0."COMPANY_NAME",i2_0."COUNTRY_ID",c8_0."COUNTRY_ID",c8_0."CODE",c8_0."NAME",c8_0."TIME_ZONE",i2_0."DOCUMENT_NUMBER",i2_0."EMAIL",i2_0."FIRST_NAME",i2_0."LAST_NAME",i2_0."MONEY_LAUNDERING_FLAG",i2_0."NATIONALITY",i2_0."PHONE_NUMBER",i2_0."STATUS_ID",s9_0."STATUS_ID",s9_0."CATEGORY",s9_0."DESCRIPTION",s9_0."DETAIL",s9_0."SHORTNAME",i2_0."TAX_EXEMP",i2_0."TYPE_ID",t9_0."TYPE_ID",t9_0."CATEGORY",t9_0."DESCRIPTION",ia1_0."ORIGIN_TYPE_ID",ot1_0."TYPE_ID",ot1_0."CATEGORY",ot1_0."DESCRIPTION",p2_0."PARTICIPANT_ID",p2_0."CODE",p2_0."COUNTRY_ID",c9_0."COUNTRY_ID",c9_0."CODE",c9_0."NAME",c9_0."TIME_ZONE",p2_0."CUSTODIAN",p2_0."DIRECT_ALLOCATION",p2_0."DOCUMENT_NUMBER",p2_0."ENABLED",p2_0."MAIN_ADDRESS",p2_0."MARGIN_ACCOUNT",p2_0."MARKET_MAKER",p2_0."MASTER_ACCOUNT",p2_0."MNEMONIC",p2_0."NAME",p2_0."NIT_CLEARING_HOUSE",p2_0."PHONE_NUMBER",p2_0."REGISTRATION_DATE",p2_0."SHORT_NAME",p2_0."STATUS_ID",s10_0."STATUS_ID",s10_0."CATEGORY",s10_0."DESCRIPTION",s10_0."DETAIL",s10_0."SHORTNAME",p2_0."TAX_CODE",p2_0."TYPE_ID",t10_0."TYPE_ID",t10_0."CATEGORY",t10_0."DESCRIPTION",p2_0."TYPE_ENTITY",p2_0."WEB_PAGE",s11_0."STATUS_ID",s11_0."CATEGORY",s11_0."DESCRIPTION",s11_0."DETAIL",s11_0."SHORTNAME",ia1_0."TAX_EXEMP",t11_0."TYPE_ID",t11_0."CATEGORY",t11_0."DESCRIPTION",se1_0."ISSUED_RECEIPT",se1_0."ISSUED_RECEIPT_NUMBER",se1_0."LAST_MODIFY_APPLIC",se1_0."LAST_MODIFY_DATE",se1_0."LAST_MODIFY_IP",se1_0."LAST_MODIFY_USER",se1_0."MARKET_ID",se1_0."MATCH_DATE",mdd1_0."MILA_DEPOSITORY_ID",mdd1_0."CODE",mdd1_0."DIRECT_DEPOSITORY_NUMBER",mdd1_0."DOCUMENT_NUMBER",mdd1_0."IDENTIFICATION_TYPE_ID",se1_0."NET_AMOUNT",se1_0."NET_OUTFLOW_TOTAL",se1_0."OUTFLOW_TURNOVER_VALUE",pa1_0."PARTICIPANT_ACCOUNT_ID",pa1_0."ACCOUNT_NUMBER",pa1_0."IND_MASTER",p3_0."PARTICIPANT_ID",p3_0."CODE",p3_0."COUNTRY_ID",c10_0."COUNTRY_ID",c10_0."CODE",c10_0."NAME",c10_0."TIME_ZONE",p3_0."CUSTODIAN",p3_0."DIRECT_ALLOCATION",p3_0."DOCUMENT_NUMBER",p3_0."ENABLED",p3_0."MAIN_ADDRESS",p3_0."MARGIN_ACCOUNT",p3_0."MARKET_MAKER",p3_0."MASTER_ACCOUNT",p3_0."MNEMONIC",p3_0."NAME",p3_0."NIT_CLEARING_HOUSE",p3_0."PHONE_NUMBER",p3_0."REGISTRATION_DATE",p3_0."SHORT_NAME",p3_0."STATUS_ID",s12_0."STATUS_ID",s12_0."CATEGORY",s12_0."DESCRIPTION",s12_0."DETAIL",s12_0."SHORTNAME",p3_0."TAX_CODE",p3_0."TYPE_ID",t12_0."TYPE_ID",t12_0."CATEGORY",t12_0."DESCRIPTION",p3_0."TYPE_ENTITY",p3_0."WEB_PAGE",s13_0."STATUS_ID",s13_0."CATEGORY",s13_0."DESCRIPTION",s13_0."DETAIL",s13_0."SHORTNAME",pa1_0."TAX_EXEMP",t13_0."TYPE_ID",t13_0."CATEGORY",t13_0."DESCRIPTION",se1_0."REFERENCE",se1_0."REFERENCE_ALLOC_ID",se1_0."REFERENCE_PACKAGE",se1_0."REPO_AMOUNT",se1_0."RETURN_TURNOVER_VALUE",se1_0."SETTLEMENT_AMOUNT",sqt1_0."TYPE_ID",sqt1_0."CATEGORY",sqt1_0."DESCRIPTION",se1_0."STATUS_ID",s14_0."STATUS_ID",s14_0."CATEGORY",s14_0."DESCRIPTION",s14_0."DETAIL",s14_0."SHORTNAME",se1_0."TRADING_SYSTEM_ID",ts2_0."TRADING_SYSTEM_ID",ts2_0."DESCRIPTION",se1_0."TRANSFER_PARTICIPANT_ID",se1_0."TRANSFER_VALUE",se1_0."UNIQUE_FRACTION_ID",se1_0."VAL_TAX",se1_0."VAL_TAX_AMOUNT",se1_0."WITHHOLDING_TAX",se1_0."WITHHOLDING_TAX_AMOUNT" from "NUANBODB"."SETTLEMENT" se1_0 join "NUANBODB"."SIDE" s1_0 on s1_0."SIDE_ID"=se1_0."SIDE_ID" join "NUANBODB"."TRADE" t1_0 on t1_0."TRADE_ID"=se1_0."TRADE_ID" left join "NUANBODB"."STATUS" bs1_0 on bs1_0."STATUS_ID"=t1_0."BUY_STATUS_ID" left join "NUANBODB"."COUNTRY" c1_0 on c1_0."COUNTRY_ID"=t1_0."COUNTRY_ID" left join "NUANBODB"."PARTICIPANT" cb1_0 on cb1_0."PARTICIPANT_ID"=t1_0."CUSTODIAN_ID_BUY" left join "NUANBODB"."COUNTRY" c2_0 on c2_0."COUNTRY_ID"=cb1_0."COUNTRY_ID" left join "NUANBODB"."STATUS" s2_0 on s2_0."STATUS_ID"=cb1_0."STATUS_ID" left join "NUANBODB"."TYPE" t2_0 on t2_0."TYPE_ID"=cb1_0."TYPE_ID" left join "NUANBODB"."PARTICIPANT" cs1_0 on cs1_0."PARTICIPANT_ID"=t1_0."CUSTODIAN_ID_SELL" left join "NUANBODB"."COUNTRY" c3_0 on c3_0."COUNTRY_ID"=cs1_0."COUNTRY_ID" left join "NUANBODB"."STATUS" s3_0 on s3_0."STATUS_ID"=cs1_0."STATUS_ID" left join "NUANBODB"."TYPE" t3_0 on t3_0."TYPE_ID"=cs1_0."TYPE_ID" left join "NUANBODB"."STATUS" cs2_0 on cs2_0."STATUS_ID"=t1_0."CUSTODIAN_STATUS_ID" left join "NUANBODB"."DEPOSITORY" d1_0 on d1_0."DEPOSITORY_ID"=t1_0."DEPOSITORY_ID" join "NUANBODB"."MARKET" m1_0 on m1_0."MARKET_ID"=t1_0."MARKET_ID" left join "NUANBODB"."PARTICIPANT" pb1_0 on pb1_0."PARTICIPANT_ID"=t1_0."PARTICIPANT_ID_BUY" left join "NUANBODB"."COUNTRY" c4_0 on c4_0."COUNTRY_ID"=pb1_0."COUNTRY_ID" left join "NUANBODB"."STATUS" s4_0 on s4_0."STATUS_ID"=pb1_0."STATUS_ID" left join "NUANBODB"."TYPE" t4_0 on t4_0."TYPE_ID"=pb1_0."TYPE_ID" left join "NUANBODB"."PARTICIPANT" ps1_0 on ps1_0."PARTICIPANT_ID"=t1_0."PARTICIPANT_ID_SELL" left join "NUANBODB"."COUNTRY" c5_0 on c5_0."COUNTRY_ID"=ps1_0."COUNTRY_ID" left join "NUANBODB"."STATUS" s5_0 on s5_0."STATUS_ID"=ps1_0."STATUS_ID" left join "NUANBODB"."TYPE" t5_0 on t5_0."TYPE_ID"=ps1_0."TYPE_ID" left join "NUANBODB"."STATUS" ss1_0 on ss1_0."STATUS_ID"=t1_0."SELL_STATUS_ID" left join "NUANBODB"."TYPE" sqbt1_0 on sqbt1_0."TYPE_ID"=t1_0."SOURCE_QUOTE_BUY_TYPE" left join "NUANBODB"."TYPE" sqst1_0 on sqst1_0."TYPE_ID"=t1_0."SOURCE_QUOTE_SELL_TYPE" join "NUANBODB"."STATUS" s6_0 on s6_0."STATUS_ID"=t1_0."STATUS_ID" left join "NUANBODB"."TRADING_SYSTEM" ts1_0 on ts1_0."TRADING_SYSTEM_ID"=t1_0."TRADING_SYSTEM_ID" left join "NUANBODB"."TYPE" t6_0 on t6_0."TYPE_ID"=t1_0."TYPE_ID" left join "NUANBODB"."STATUS" cs3_0 on cs3_0."STATUS_ID"=se1_0."CUSTODIAN_STATUS_ID" left join "NUANBODB"."DIRECT_DEPOSITORY" dd1_0 on dd1_0."DIRECT_DEPOSITORY_ID"=se1_0."DIRECT_DEPOSITOR" left join "NUANBODB"."DEPOSITORY" d2_0 on d2_0."DEPOSITORY_ID"=dd1_0."DEPOSITORY_ID" left join "NUANBODB"."PARTICIPANT" p1_0 on p1_0."PARTICIPANT_ID"=dd1_0."PARTICIPANT_ID" left join "NUANBODB"."COUNTRY" c6_0 on c6_0."COUNTRY_ID"=p1_0."COUNTRY_ID" left join "NUANBODB"."STATUS" s7_0 on s7_0."STATUS_ID"=p1_0."STATUS_ID" left join "NUANBODB"."TYPE" t7_0 on t7_0."TYPE_ID"=p1_0."TYPE_ID" left join "NUANBODB"."INVESTOR" i1_0 on i1_0."INVESTOR_ID"=se1_0."INVESTOR_ID" left join "NUANBODB"."COUNTRY" c7_0 on c7_0."COUNTRY_ID"=i1_0."COUNTRY_ID" left join "NUANBODB"."STATUS" s8_0 on s8_0."STATUS_ID"=i1_0."STATUS_ID" left join "NUANBODB"."TYPE" t8_0 on t8_0."TYPE_ID"=i1_0."TYPE_ID" left join "NUANBODB"."INVESTOR_ACCOUNT" ia1_0 on ia1_0."INVESTOR_ACCOUNT_ID"=se1_0."INVESTOR_ACCOUNT_ID" left join "NUANBODB"."DEPOSITORY" d3_0 on d3_0."DEPOSITORY_ID"=ia1_0."DEPOSITORY_ID" left join "NUANBODB"."INVESTOR" i2_0 on i2_0."INVESTOR_ID"=ia1_0."INVESTOR_ID" left join "NUANBODB"."COUNTRY" c8_0 on c8_0."COUNTRY_ID"=i2_0."COUNTRY_ID" left join "NUANBODB"."STATUS" s9_0 on s9_0."STATUS_ID"=i2_0."STATUS_ID" left join "NUANBODB"."TYPE" t9_0 on t9_0."TYPE_ID"=i2_0."TYPE_ID" left join "NUANBODB"."TYPE" ot1_0 on ot1_0."TYPE_ID"=ia1_0."ORIGIN_TYPE_ID" left join "NUANBODB"."PARTICIPANT" p2_0 on p2_0."PARTICIPANT_ID"=ia1_0."PARTICIPANT_ID" left join "NUANBODB"."COUNTRY" c9_0 on c9_0."COUNTRY_ID"=p2_0."COUNTRY_ID" left join "NUANBODB"."STATUS" s10_0 on s10_0."STATUS_ID"=p2_0."STATUS_ID" left join "NUANBODB"."TYPE" t10_0 on t10_0."TYPE_ID"=p2_0."TYPE_ID" left join "NUANBODB"."STATUS" s11_0 on s11_0."STATUS_ID"=ia1_0."STATUS_ID" left join "NUANBODB"."TYPE" t11_0 on t11_0."TYPE_ID"=ia1_0."TYPE_ID" left join "NUANBODB"."MILA_DEPOSITORY" mdd1_0 on mdd1_0."MILA_DEPOSITORY_ID"=se1_0."MILA_DIRECT_DEPOSITOR" left join "NUANBODB"."PARTICIPANT_ACCOUNT" pa1_0 on pa1_0."PARTICIPANT_ACCOUNT_ID"=se1_0."PARTICIPANT_ACCOUNT_ID" left join "NUANBODB"."PARTICIPANT" p3_0 on p3_0."PARTICIPANT_ID"=pa1_0."PARTICIPANT_ID" left join "NUANBODB"."COUNTRY" c10_0 on c10_0."COUNTRY_ID"=p3_0."COUNTRY_ID" left join "NUANBODB"."STATUS" s12_0 on s12_0."STATUS_ID"=p3_0."STATUS_ID" left join "NUANBODB"."TYPE" t12_0 on t12_0."TYPE_ID"=p3_0."TYPE_ID" left join "NUANBODB"."STATUS" s13_0 on s13_0."STATUS_ID"=pa1_0."STATUS_ID" left join "NUANBODB"."TYPE" t13_0 on t13_0."TYPE_ID"=pa1_0."TYPE_ID" left join "NUANBODB"."TYPE" sqt1_0 on sqt1_0."TYPE_ID"=se1_0."SOURCE_QUOTE_TYPE_ID" join "NUANBODB"."STATUS" s14_0 on s14_0."STATUS_ID"=se1_0."STATUS_ID" join "NUANBODB"."TRADING_SYSTEM" ts2_0 on ts2_0."TRADING_SYSTEM_ID"=se1_0."TRADING_SYSTEM_ID" where (se1_0."FRACTION",se1_0."SIDE_ID",se1_0."TRADE_ID") in ((?,?,?))
[30m2026-08-27T14:33:47,206[m [30mTRACE [m[[1;34mhttp-nio-8080-exec-10[m] [36mJdbcBindingLogging[m - binding parameter (1:INTEGER) <- [0]
[30m2026-08-27T14:33:47,206[m [30mTRACE [m[[1;34mhttp-nio-8080-exec-10[m] [36mJdbcBindingLogging[m - binding parameter (2:VARCHAR) <- [2]
[30m2026-08-27T14:33:47,206[m [30mTRACE [m[[1;34mhttp-nio-8080-exec-10[m] [36mJdbcBindingLogging[m - binding parameter (3:BIGINT) <- [1076310]
[30m2026-08-27T14:33:47,209[m [36mDEBUG [m[[1;34mhttp-nio-8080-exec-10[m] [36mSqlStatementLogger[m - select se1_0."SIDE_ID",se1_0."DESCRIPTION" from "NUANBODB"."SIDE" se1_0 where se1_0."SIDE_ID"=?
[30m2026-08-27T14:33:47,209[m [30mTRACE [m[[1;34mhttp-nio-8080-exec-10[m] [36mJdbcBindingLogging[m - binding parameter (1:VARCHAR) <- [2]
[30m2026-08-27T14:33:47,210[m [36mDEBUG [m[[1;34mhttp-nio-8080-exec-10[m] [36mSqlStatementLogger[m - select dde1_0."DIRECT_DEPOSITORY_ID",dde1_0."CRCC_COMPENSATOR_CODE",dde1_0."CRCC_CUSTODIAN_CODE",dde1_0."CRCC_NEGOTIATOR_CODE",dde1_0."DEPOSITORY_ID",d1_0."DEPOSITORY_ID",d1_0."DESCRIPTION",dde1_0."DIRECT_DEPOSITORY_NUMBER",dde1_0."PARTICIPANT_ID",p1_0."PARTICIPANT_ID",p1_0."CODE",p1_0."COUNTRY_ID",c1_0."COUNTRY_ID",c1_0."CODE",c1_0."NAME",c1_0."TIME_ZONE",p1_0."CUSTODIAN",p1_0."DIRECT_ALLOCATION",p1_0."DOCUMENT_NUMBER",p1_0."ENABLED",p1_0."MAIN_ADDRESS",p1_0."MARGIN_ACCOUNT",p1_0."MARKET_MAKER",p1_0."MASTER_ACCOUNT",p1_0."MNEMONIC",p1_0."NAME",p1_0."NIT_CLEARING_HOUSE",p1_0."PHONE_NUMBER",p1_0."REGISTRATION_DATE",p1_0."SHORT_NAME",p1_0."STATUS_ID",s1_0."STATUS_ID",s1_0."CATEGORY",s1_0."DESCRIPTION",s1_0."DETAIL",s1_0."SHORTNAME",p1_0."TAX_CODE",p1_0."TYPE_ID",t1_0."TYPE_ID",t1_0."CATEGORY",t1_0."DESCRIPTION",p1_0."TYPE_ENTITY",p1_0."WEB_PAGE" from "NUANBODB"."DIRECT_DEPOSITORY" dde1_0 join "NUANBODB"."DEPOSITORY" d1_0 on d1_0."DEPOSITORY_ID"=dde1_0."DEPOSITORY_ID" join "NUANBODB"."PARTICIPANT" p1_0 on p1_0."PARTICIPANT_ID"=dde1_0."PARTICIPANT_ID" join "NUANBODB"."COUNTRY" c1_0 on c1_0."COUNTRY_ID"=p1_0."COUNTRY_ID" join "NUANBODB"."STATUS" s1_0 on s1_0."STATUS_ID"=p1_0."STATUS_ID" join "NUANBODB"."TYPE" t1_0 on t1_0."TYPE_ID"=p1_0."TYPE_ID" where dde1_0."DIRECT_DEPOSITORY_ID"=?
[30m2026-08-27T14:33:47,210[m [30mTRACE [m[[1;34mhttp-nio-8080-exec-10[m] [36mJdbcBindingLogging[m - binding parameter (1:BIGINT) <- [70]
